Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Scenario Positive Case - Home,Chrome 118.0.0.0,,,2023-11-03 11:16:51,2023-11-03 11:16:58,6.627s,PASSED
,,,,,,,
Test Cases/MoLeaWiz/Home/Positive Case/TCMH01 - User Open My Learning Journey,Chrome 118.0.0.0,,,2023-11-03 11:16:51,2023-11-03 11:16:55,3.408s,PASSED
"click(findTestObject(""Object Menu/btn_Collapse_Menu""))",Chrome 118.0.0.0,,,2023-11-03 11:16:52,2023-11-03 11:16:54,1.956s,PASSED
"click(findTestObject(""Object Menu/btn_My_Learning_Journey_Menu""))",Chrome 118.0.0.0,,,2023-11-03 11:16:54,2023-11-03 11:16:55,0.872s,PASSED
,,,,,,,
Test Cases/MoLeaWiz/Home/Positive Case/TCMH02 - User Open Achievements,Chrome 118.0.0.0,,,2023-11-03 11:16:55,2023-11-03 11:16:56,0.926s,PASSED
"click(findTestObject(""Object Menu/btn_Achievements_Menu""))",Chrome 118.0.0.0,,,2023-11-03 11:16:55,2023-11-03 11:16:56,0.540s,PASSED
,,,,,,,
Test Cases/MoLeaWiz/Home/Positive Case/TCMH08 - User Open Home,Chrome 118.0.0.0,,,2023-11-03 11:16:56,2023-11-03 11:16:58,1.960s,PASSED
"click(findTestObject(""Object Menu/btn_Home_Menu""))",Chrome 118.0.0.0,,,2023-11-03 11:16:56,2023-11-03 11:16:57,0.747s,PASSED
"verifyElementPresent(findTestObject(""Object Login/verify_Successfully_Login""), 0)",Chrome 118.0.0.0,,,2023-11-03 11:16:57,2023-11-03 11:16:58,0.824s,PASSED
