Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/MoLeaWiz/Home/Positive Case/TCMH12 - User can Open My Learning Journey while Collapse Expand,Chrome 118.0.0.0,,,2023-10-17 21:13:52,2023-10-17 21:13:53,1.580s,PASSED
"click(findTestObject(""Object Menu/btn_Collapse_Menu""))",Chrome 118.0.0.0,,,2023-10-17 21:13:52,2023-10-17 21:13:52,0.358s,PASSED
"click(findTestObject(""Object Menu/btn_My_Learning_Journey_Menu""))",Chrome 118.0.0.0,,,2023-10-17 21:13:52,2023-10-17 21:13:53,0.587s,PASSED
"verifyElementPresent(findTestObject(""Object Menu/verify_Successfully_Open_My_Learning_Journey""), 0)",Chrome 118.0.0.0,,,2023-10-17 21:13:53,2023-10-17 21:13:53,0.418s,PASSED
,,,,,,,
Test Cases/MoLeaWiz/Home/Positive Case/TCMH13 - User can Open Achievements while Collapse Expand,Chrome 118.0.0.0,,,2023-10-17 21:13:53,2023-10-17 21:13:55,1.762s,PASSED
"click(findTestObject(""Object Menu/btn_Collapse_Menu""))",Chrome 118.0.0.0,,,2023-10-17 21:13:53,2023-10-17 21:13:54,0.340s,PASSED
"click(findTestObject(""Object Menu/btn_Achievements_Menu""))",Chrome 118.0.0.0,,,2023-10-17 21:13:54,2023-10-17 21:13:54,0.462s,PASSED
"verifyElementPresent(findTestObject(""Object Menu/verify_Successfully_Open_Achievements_Menu""), 0)",Chrome 118.0.0.0,,,2023-10-17 21:13:54,2023-10-17 21:13:55,0.757s,PASSED
,,,,,,,
Test Cases/MoLeaWiz/Home/Positive Case/TCMH14 - User can Open Rewards while Collapse Expand,Chrome 118.0.0.0,,,2023-10-17 21:13:55,2023-10-17 21:13:56,1.519s,PASSED
"click(findTestObject(""Object Menu/btn_Collapse_Menu""))",Chrome 118.0.0.0,,,2023-10-17 21:13:55,2023-10-17 21:13:55,0.345s,PASSED
"click(findTestObject(""Object Menu/btn_Rewards_Menu""))",Chrome 118.0.0.0,,,2023-10-17 21:13:55,2023-10-17 21:13:56,0.456s,PASSED
"verifyElementPresent(findTestObject(""Object Menu/verify_Successfully_Open_Rewards_Menu""), 0)",Chrome 118.0.0.0,,,2023-10-17 21:13:56,2023-10-17 21:13:56,0.529s,PASSED
,,,,,,,
Test Cases/MoLeaWiz/Home/Positive Case/TCMH15 - User can Open Leaderboards while Collapse Expand,Chrome 118.0.0.0,,,2023-10-17 21:13:56,2023-10-17 21:13:58,1.745s,PASSED
"click(findTestObject(""Object Menu/btn_Collapse_Menu""))",Chrome 118.0.0.0,,,2023-10-17 21:13:57,2023-10-17 21:13:57,0.344s,PASSED
"click(findTestObject(""Object Menu/btn_Leaderboards_Menu""))",Chrome 118.0.0.0,,,2023-10-17 21:13:57,2023-10-17 21:13:57,0.455s,PASSED
"verifyElementPresent(findTestObject(""Object Menu/verify_Successfully_Open_Leaderboards_Menu""), 0)",Chrome 118.0.0.0,,,2023-10-17 21:13:57,2023-10-17 21:13:58,0.749s,PASSED
,,,,,,,
Test Cases/MoLeaWiz/Home/Positive Case/TCMH16 - User can Open Team Monitoring while Collapse Expand,Chrome 118.0.0.0,,,2023-10-17 21:13:58,2023-10-17 21:14:00,1.506s,PASSED
"click(findTestObject(""Object Menu/btn_Collapse_Menu""))",Chrome 118.0.0.0,,,2023-10-17 21:13:58,2023-10-17 21:13:59,0.339s,PASSED
"click(findTestObject(""Object Menu/btn_Team_Monitoring_Menu""))",Chrome 118.0.0.0,,,2023-10-17 21:13:59,2023-10-17 21:13:59,0.458s,PASSED
"verifyElementPresent(findTestObject(""Object Menu/verify_Successfully_Open_Team_Monitoring_Menu""), 0)",Chrome 118.0.0.0,,,2023-10-17 21:13:59,2023-10-17 21:14:00,0.526s,PASSED
,,,,,,,
Test Cases/MoLeaWiz/Home/Positive Case/TCMH17 - User can Open Reviews while Collapse Expand,Chrome 118.0.0.0,,,2023-10-17 21:14:00,2023-10-17 21:14:01,1.726s,PASSED
"click(findTestObject(""Object Menu/btn_Collapse_Menu""))",Chrome 118.0.0.0,,,2023-10-17 21:14:00,2023-10-17 21:14:00,0.339s,PASSED
"click(findTestObject(""Object Menu/btn_Reviews_Menu""))",Chrome 118.0.0.0,,,2023-10-17 21:14:00,2023-10-17 21:14:01,0.455s,PASSED
"verifyElementPresent(findTestObject(""Object Menu/verify_Successfully_Open_Review_Menu""), 0)",Chrome 118.0.0.0,,,2023-10-17 21:14:01,2023-10-17 21:14:01,0.744s,PASSED
,,,,,,,
Test Cases/MoLeaWiz/Home/Positive Case/TCMH18 - User can Open Help while Collapse Expand,Chrome 118.0.0.0,,,2023-10-17 21:14:01,2023-10-17 21:14:03,1.639s,PASSED
"click(findTestObject(""Object Menu/btn_Collapse_Menu""))",Chrome 118.0.0.0,,,2023-10-17 21:14:02,2023-10-17 21:14:02,0.337s,PASSED
"click(findTestObject(""Object Menu/btn_Help_Menu""))",Chrome 118.0.0.0,,,2023-10-17 21:14:02,2023-10-17 21:14:03,0.559s,PASSED
"verifyElementPresent(findTestObject(""Object Menu/verify_Successfully_Open_Help_Menu""), 0)",Chrome 118.0.0.0,,,2023-10-17 21:14:03,2023-10-17 21:14:03,0.530s,PASSED
,,,,,,,
Test Cases/MoLeaWiz/Home/Positive Case/TCMH19 - User can Open Home while Collapse Expand,Chrome 118.0.0.0,,,2023-10-17 21:14:03,2023-10-17 21:14:06,2.581s,PASSED
"click(findTestObject(""Object Menu/btn_Collapse_Menu""))",Chrome 118.0.0.0,,,2023-10-17 21:14:03,2023-10-17 21:14:04,0.347s,PASSED
"click(findTestObject(""Object Menu/btn_Home_Menu""))",Chrome 118.0.0.0,,,2023-10-17 21:14:04,2023-10-17 21:14:04,0.492s,PASSED
"verifyElementPresent(findTestObject(""Object Login/verify_Successfully_Login""), 0)",Chrome 118.0.0.0,,,2023-10-17 21:14:04,2023-10-17 21:14:06,1.547s,PASSED
