Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/MoLeaWiz/Help/Positive Case/TCMHC06 - User bisa membuka list Help Learning Activity pada halaman Help dan membuka beberapa list collapse help Learning Activity,Chrome 122.0.0.0,,,2024-02-26 11:21:59,2024-02-26 11:22:03,4.416s,PASSED
"click(findTestObject(""Object Menu/btn_Help_Menu""))",Chrome 122.0.0.0,,,2024-02-26 11:22:00,2024-02-26 11:22:01,0.825s,PASSED
"click(findTestObject(""Object Help/list_learning_activity_help""))",Chrome 122.0.0.0,,,2024-02-26 11:22:01,2024-02-26 11:22:02,0.995s,PASSED
"click(findTestObject(""Object Help/list_collapse_help_index_0""))",Chrome 122.0.0.0,,,2024-02-26 11:22:02,2024-02-26 11:22:02,0.653s,PASSED
"click(findTestObject(""Object Help/list_collapse_help_index_1""))",Chrome 122.0.0.0,,,2024-02-26 11:22:02,2024-02-26 11:22:03,0.844s,PASSED
,,,,,,,
Test Cases/MoLeaWiz/Help/Positive Case/TCMHC07 - User bisa membuka list Help Learning Point pada halaman Help dan membuka beberapa list collapse help Learning Point,Chrome 122.0.0.0,,,2024-02-26 11:22:03,2024-02-26 11:22:08,4.357s,PASSED
"click(findTestObject(""Object Menu/btn_Help_Menu""))",Chrome 122.0.0.0,,,2024-02-26 11:22:04,2024-02-26 11:22:05,0.620s,PASSED
"click(findTestObject(""Object Help/list_learning_point_help""))",Chrome 122.0.0.0,,,2024-02-26 11:22:05,2024-02-26 11:22:06,1.014s,PASSED
"click(findTestObject(""Object Help/list_collapse_help_index_0""))",Chrome 122.0.0.0,,,2024-02-26 11:22:06,2024-02-26 11:22:07,0.747s,PASSED
"click(findTestObject(""Object Help/list_collapse_help_index_1""))",Chrome 122.0.0.0,,,2024-02-26 11:22:07,2024-02-26 11:22:08,0.888s,PASSED
,,,,,,,
Test Cases/MoLeaWiz/Help/Positive Case/TCMHC09 - User bisa membuka list Help Account Data dan Security pada halaman Help dan membuka beberapa list collapse help Account Data dan Security,Chrome 122.0.0.0,,,2024-02-26 11:22:08,2024-02-26 11:22:13,5.302s,PASSED
"click(findTestObject(""Object Menu/btn_Help_Menu""))",Chrome 122.0.0.0,,,2024-02-26 11:22:09,2024-02-26 11:22:10,0.740s,PASSED
"scrollToElement(findTestObject(""Object Help/list_account_data_security_help""), 0)",Chrome 122.0.0.0,,,2024-02-26 11:22:10,2024-02-26 11:22:10,0.852s,PASSED
"click(findTestObject(""Object Help/list_account_data_security_help""))",Chrome 122.0.0.0,,,2024-02-26 11:22:10,2024-02-26 11:22:11,0.875s,PASSED
"click(findTestObject(""Object Help/list_collapse_help_index_0""))",Chrome 122.0.0.0,,,2024-02-26 11:22:11,2024-02-26 11:22:12,0.929s,PASSED
"click(findTestObject(""Object Help/list_collapse_help_index_1""))",Chrome 122.0.0.0,,,2024-02-26 11:22:12,2024-02-26 11:22:13,0.780s,PASSED
,,,,,,,
Test Cases/MoLeaWiz/Help/Positive Case/TCMHC10 - User bisa membuka list Help Other pada halaman Help dan membuka beberapa list collapse help Other,Chrome 122.0.0.0,,,2024-02-26 11:22:13,2024-02-26 11:22:17,4.370s,PASSED
"click(findTestObject(""Object Menu/btn_Help_Menu""))",Chrome 122.0.0.0,,,2024-02-26 11:22:14,2024-02-26 11:22:15,0.772s,PASSED
"click(findTestObject(""Object Help/list_other_help""))",Chrome 122.0.0.0,,,2024-02-26 11:22:15,2024-02-26 11:22:16,1.148s,PASSED
"click(findTestObject(""Object Help/list_collapse_help_index_0""))",Chrome 122.0.0.0,,,2024-02-26 11:22:16,2024-02-26 11:22:17,0.626s,PASSED
"click(findTestObject(""Object Help/list_collapse_help_index_1""))",Chrome 122.0.0.0,,,2024-02-26 11:22:17,2024-02-26 11:22:17,0.738s,PASSED
,,,,,,,
Test Cases/MoLeaWiz/Help/Positive Case/TCMHC11 - User bisa membuka list Help Terms of Service pada halaman Help dan membuka beberapa list collapse help Terms of Service,Chrome 122.0.0.0,,,2024-02-26 11:22:17,2024-02-26 11:22:22,5.009s,PASSED
"click(findTestObject(""Object Menu/btn_Help_Menu""))",Chrome 122.0.0.0,,,2024-02-26 11:22:18,2024-02-26 11:22:19,0.872s,PASSED
"scrollToElement(findTestObject(""Object Help/list_term_of_service_help""), 0)",Chrome 122.0.0.0,,,2024-02-26 11:22:19,2024-02-26 11:22:20,0.829s,PASSED
"click(findTestObject(""Object Help/list_term_of_service_help""))",Chrome 122.0.0.0,,,2024-02-26 11:22:20,2024-02-26 11:22:21,0.694s,PASSED
"click(findTestObject(""Object Help/list_collapse_help_index_0""))",Chrome 122.0.0.0,,,2024-02-26 11:22:21,2024-02-26 11:22:22,0.683s,PASSED
"click(findTestObject(""Object Help/list_collapse_help_index_1""))",Chrome 122.0.0.0,,,2024-02-26 11:22:22,2024-02-26 11:22:22,0.855s,PASSED
,,,,,,,
Test Cases/MoLeaWiz/Help/Positive Case/TCMHC12 - User bisa membuka list Help Privacy dan Policy pada halaman Help dan membuka beberapa list collapse help Privecy dan Policy,Chrome 122.0.0.0,,,2024-02-26 11:22:22,2024-02-26 11:22:28,5.064s,PASSED
"click(findTestObject(""Object Menu/btn_Help_Menu""))",Chrome 122.0.0.0,,,2024-02-26 11:22:24,2024-02-26 11:22:24,0.654s,PASSED
"scrollToElement(findTestObject(""Object Help/list_privacy_policy_help""), 0)",Chrome 122.0.0.0,,,2024-02-26 11:22:24,2024-02-26 11:22:25,0.812s,PASSED
"click(findTestObject(""Object Help/list_privacy_policy_help""))",Chrome 122.0.0.0,,,2024-02-26 11:22:25,2024-02-26 11:22:26,0.841s,PASSED
"click(findTestObject(""Object Help/list_collapse_help_index_0""))",Chrome 122.0.0.0,,,2024-02-26 11:22:26,2024-02-26 11:22:27,0.818s,PASSED
"click(findTestObject(""Object Help/list_collapse_help_index_1""))",Chrome 122.0.0.0,,,2024-02-26 11:22:27,2024-02-26 11:22:28,0.846s,PASSED
,,,,,,,
Test Cases/MoLeaWiz/Help/Positive Case/TCMHC13 - User bisa membuka halaman Email MoLeaWiz,Chrome 122.0.0.0,,,2024-02-26 11:22:28,2024-02-26 11:22:34,6.872s,PASSED
"click(findTestObject(""Object Menu/btn_Help_Menu""))",Chrome 122.0.0.0,,,2024-02-26 11:22:29,2024-02-26 11:22:29,0.661s,PASSED
"click(findTestObject(""Object Help/link_help_moleawiz""))",Chrome 122.0.0.0,,,2024-02-26 11:22:29,2024-02-26 11:22:30,0.955s,PASSED
"click(findTestObject(""Object Help/list_collapse_help_index_0""))",Chrome 122.0.0.0,,,2024-02-26 11:22:30,2024-02-26 11:22:33,2.167s,PASSED
"click(findTestObject(""Object Help/list_collapse_help_index_1""))",Chrome 122.0.0.0,,,2024-02-26 11:22:33,2024-02-26 11:22:34,1.914s,PASSED
