Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Object Login/input_Password_Login""), invalidPassword)",Chrome 130.0.0.0,,,07-11-2024 15:47:02,07-11-2024 15:47:03,0.593s,PASSED
"comment(""function captcha your answer"")",Chrome 130.0.0.0,,,07-11-2024 15:47:03,07-11-2024 15:47:03,0.011s,PASSED
keyword_FunctionLogin.CapchaLogin.automationCaptcha(),Chrome 130.0.0.0,,,07-11-2024 15:47:03,07-11-2024 15:47:03,0.879s,PASSED
"click(findTestObject(""Object Login/btn_login""))",Chrome 130.0.0.0,,,07-11-2024 15:47:03,07-11-2024 15:47:04,0.324s,PASSED
"verifyElementVisible(findTestObject(""Object Login/verify_Unsuccessfully_Login - Invalid login credentials Please try again""), STOP_ON_FAILURE)",Chrome 130.0.0.0,,,07-11-2024 15:47:04,07-11-2024 15:47:05,0.879s,PASSED
delay(3),Chrome 130.0.0.0,,,07-11-2024 15:47:05,07-11-2024 15:47:08,3.006s,PASSED
refresh(),Chrome 130.0.0.0,,,07-11-2024 15:47:08,07-11-2024 15:47:08,0.199s,PASSED
"comment(""function captcha your answer"")",Chrome 130.0.0.0,,,07-11-2024 15:47:08,07-11-2024 15:47:08,0.003s,PASSED
keyword_FunctionLogin.CapchaLogin.automationCaptcha(),Chrome 130.0.0.0,,,07-11-2024 15:47:08,07-11-2024 15:47:09,1.082s,PASSED
"click(findTestObject(""Object Login/btn_login""))",Chrome 130.0.0.0,,,07-11-2024 15:47:09,07-11-2024 15:47:09,0.336s,PASSED
"verifyElementPresent(findTestObject(""Object Login/verify_Unsuccessfully_Login - Please fill your username and password""), 0)",Chrome 130.0.0.0,,,07-11-2024 15:47:09,07-11-2024 15:47:10,0.463s,PASSED
delay(3),Chrome 130.0.0.0,,,07-11-2024 15:47:10,07-11-2024 15:47:13,3.013s,PASSED
refresh(),Chrome 130.0.0.0,,,07-11-2024 15:47:13,07-11-2024 15:47:13,0.130s,PASSED
"setText(findTestObject(""Object Login/input_Username_Login""), usernameGeneral)",Chrome 130.0.0.0,,,07-11-2024 15:47:13,07-11-2024 15:47:14,1.038s,PASSED
"setText(findTestObject(""Object Login/input_Password_Login""), passwordGeneral)",Chrome 130.0.0.0,,,07-11-2024 15:47:14,07-11-2024 15:47:15,0.575s,PASSED
"click(findTestObject(""Object Login/btn_login""))",Chrome 130.0.0.0,,,07-11-2024 15:47:15,07-11-2024 15:47:15,0.316s,PASSED
"verifyElementPresent(findTestObject(""Object Login/verify_Unsuccessfully_Login - Please fill your answer""), 0)",Chrome 130.0.0.0,,,07-11-2024 15:47:15,07-11-2024 15:47:15,0.443s,PASSED
delay(3),Chrome 130.0.0.0,,,07-11-2024 15:47:15,07-11-2024 15:47:18,3.012s,PASSED
refresh(),Chrome 130.0.0.0,,,07-11-2024 15:47:18,07-11-2024 15:47:19,0.198s,PASSED
"setText(findTestObject(""Object Login/input_Username_Login""), invalidUsername)",Chrome 130.0.0.0,,,07-11-2024 15:47:19,07-11-2024 15:47:19,0.873s,PASSED
"setText(findTestObject(""Object Login/input_Password_Login""), invalidPassword)",Chrome 130.0.0.0,,,07-11-2024 15:47:19,07-11-2024 15:47:20,0.594s,PASSED
"comment(""function captcha your answer"")",Chrome 130.0.0.0,,,07-11-2024 15:47:20,07-11-2024 15:47:20,0.003s,PASSED
keyword_FunctionLogin.CapchaLogin.automationCaptcha(),Chrome 130.0.0.0,,,07-11-2024 15:47:20,07-11-2024 15:47:21,0.808s,PASSED
"click(findTestObject(""Object Login/btn_login""))",Chrome 130.0.0.0,,,07-11-2024 15:47:21,07-11-2024 15:47:21,0.330s,PASSED
delay(2),Chrome 130.0.0.0,,,07-11-2024 15:47:21,07-11-2024 15:47:23,2.006s,PASSED
keyword_FunctionLogin.CapchaLogin.automationCaptcha(),Chrome 130.0.0.0,,,07-11-2024 15:47:23,07-11-2024 15:47:24,0.817s,PASSED
"click(findTestObject(""Object Login/btn_login""))",Chrome 130.0.0.0,,,07-11-2024 15:47:24,07-11-2024 15:47:24,0.330s,PASSED
delay(2),Chrome 130.0.0.0,,,07-11-2024 15:47:24,07-11-2024 15:47:26,2.011s,PASSED
keyword_FunctionLogin.CapchaLogin.automationCaptcha(),Chrome 130.0.0.0,,,07-11-2024 15:47:26,07-11-2024 15:47:27,0.815s,PASSED
"click(findTestObject(""Object Login/btn_login""))",Chrome 130.0.0.0,,,07-11-2024 15:47:27,07-11-2024 15:47:27,0.322s,PASSED
delay(2),Chrome 130.0.0.0,,,07-11-2024 15:47:27,07-11-2024 15:47:29,2.005s,PASSED
"verifyElementVisible(findTestObject(""Object Login/verify_Unsuccessfully_Login - Too many failed login attempts Please try again in 1 minutes""), STOP_ON_FAILURE)",Chrome 130.0.0.0,,,07-11-2024 15:47:29,07-11-2024 15:47:30,0.247s,PASSED
delay(3),Chrome 130.0.0.0,,,07-11-2024 15:47:30,07-11-2024 15:47:33,3.007s,PASSED
closeBrowser(),Chrome 130.0.0.0,,,07-11-2024 15:47:33,07-11-2024 15:47:33,0.159s,PASSED
