Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/MoLeaWiz/Help/Positive Case/TCMHC05 - User bisa membuka list Help My Learning Journey pada halaman Help dan membuka beberapa list collapse help My Learning Journey,Chrome 122.0.0.0,,,2024-02-26 10:42:16,2024-02-26 10:42:20,4.478s,PASSED
"click(findTestObject(""Object Menu/btn_Help_Menu""))",Chrome 122.0.0.0,,,2024-02-26 10:42:17,2024-02-26 10:42:17,0.843s,PASSED
"click(findTestObject(""Object Help/list_my_learning_journey_help""))",Chrome 122.0.0.0,,,2024-02-26 10:42:17,2024-02-26 10:42:18,0.914s,PASSED
"click(findTestObject(""Object Help/list_collapse_help_index_0""))",Chrome 122.0.0.0,,,2024-02-26 10:42:18,2024-02-26 10:42:19,0.730s,PASSED
"click(findTestObject(""Object Help/list_collapse_help_index_1""))",Chrome 122.0.0.0,,,2024-02-26 10:42:19,2024-02-26 10:42:20,0.864s,PASSED
,,,,,,,
Test Cases/MoLeaWiz/Help/Positive Case/TCMHC06 - User bisa membuka list Help Learning Activity pada halaman Help dan membuka beberapa list collapse help Learning Activity,Chrome 122.0.0.0,,,2024-02-26 10:42:20,2024-02-26 10:42:24,4.246s,PASSED
"click(findTestObject(""Object Menu/btn_Help_Menu""))",Chrome 122.0.0.0,,,2024-02-26 10:42:21,2024-02-26 10:42:22,0.711s,PASSED
"click(findTestObject(""Object Help/list_learning_activity_help""))",Chrome 122.0.0.0,,,2024-02-26 10:42:22,2024-02-26 10:42:23,0.928s,PASSED
"click(findTestObject(""Object Help/list_collapse_help_index_0""))",Chrome 122.0.0.0,,,2024-02-26 10:42:23,2024-02-26 10:42:23,0.674s,PASSED
"click(findTestObject(""Object Help/list_collapse_help_index_1""))",Chrome 122.0.0.0,,,2024-02-26 10:42:23,2024-02-26 10:42:24,0.845s,PASSED
,,,,,,,
Test Cases/MoLeaWiz/Help/Positive Case/TCMHC07 - User bisa membuka list Help Learning Point pada halaman Help dan membuka beberapa list collapse help Learning Point,Chrome 122.0.0.0,,,2024-02-26 10:42:24,2024-02-26 10:42:29,4.732s,PASSED
"click(findTestObject(""Object Menu/btn_Help_Menu""))",Chrome 122.0.0.0,,,2024-02-26 10:42:26,2024-02-26 10:42:26,0.731s,PASSED
"click(findTestObject(""Object Help/list_learning_point_help""))",Chrome 122.0.0.0,,,2024-02-26 10:42:26,2024-02-26 10:42:27,1.067s,PASSED
"click(findTestObject(""Object Help/list_collapse_help_index_0""))",Chrome 122.0.0.0,,,2024-02-26 10:42:27,2024-02-26 10:42:28,0.722s,PASSED
"click(findTestObject(""Object Help/list_collapse_help_index_1""))",Chrome 122.0.0.0,,,2024-02-26 10:42:28,2024-02-26 10:42:29,0.988s,PASSED
,,,,,,,
Test Cases/MoLeaWiz/Help/Positive Case/TCMHC08 - User bisa membuka list Help Supervisor dan Reviewer pada halaman Help dan membuka beberapa list collapse help Supervisor dan Reviewer,Chrome 122.0.0.0,,,2024-02-26 10:42:29,2024-02-26 10:43:03,34.204s,FAILED
"click(findTestObject(""Object Menu/btn_Help_Menu""))",Chrome 122.0.0.0,,,2024-02-26 10:42:30,2024-02-26 10:42:31,0.886s,PASSED
"click(findTestObject(""Object Help/list_supervisor_reviewer_help""))",Chrome 122.0.0.0,,,2024-02-26 10:42:31,2024-02-26 10:43:03,31.899s,FAILED
,,,,,,,
Test Cases/MoLeaWiz/Help/Positive Case/TCMHC09 - User bisa membuka list Help Account Data dan Security pada halaman Help dan membuka beberapa list collapse help Account Data dan Security,Chrome 122.0.0.0,,,2024-02-26 10:43:03,2024-02-26 10:43:08,4.966s,PASSED
"click(findTestObject(""Object Menu/btn_Help_Menu""))",Chrome 122.0.0.0,,,2024-02-26 10:43:04,2024-02-26 10:43:05,0.756s,PASSED
"scrollToElement(findTestObject(""Object Help/list_account_data_security_help""), 0)",Chrome 122.0.0.0,,,2024-02-26 10:43:05,2024-02-26 10:43:06,0.571s,PASSED
"click(findTestObject(""Object Help/list_account_data_security_help""))",Chrome 122.0.0.0,,,2024-02-26 10:43:06,2024-02-26 10:43:07,0.859s,PASSED
"click(findTestObject(""Object Help/list_collapse_help_index_0""))",Chrome 122.0.0.0,,,2024-02-26 10:43:07,2024-02-26 10:43:07,0.810s,PASSED
"click(findTestObject(""Object Help/list_collapse_help_index_1""))",Chrome 122.0.0.0,,,2024-02-26 10:43:07,2024-02-26 10:43:08,0.771s,PASSED
,,,,,,,
Test Cases/MoLeaWiz/Help/Positive Case/TCMHC10 - User bisa membuka list Help Other pada halaman Help dan membuka beberapa list collapse help Other,Chrome 122.0.0.0,,,2024-02-26 10:43:08,2024-02-26 10:43:42,33.486s,FAILED
"click(findTestObject(""Object Menu/btn_Help_Menu""))",Chrome 122.0.0.0,,,2024-02-26 10:43:09,2024-02-26 10:43:10,0.723s,PASSED
"click(findTestObject(""Object Help/list_other_help""))",Chrome 122.0.0.0,,,2024-02-26 10:43:10,2024-02-26 10:43:42,31.593s,FAILED
,,,,,,,
Test Cases/MoLeaWiz/Help/Positive Case/TCMHC11 - User bisa membuka list Help Terms of Service pada halaman Help dan membuka beberapa list collapse help Terms of Service,Chrome 122.0.0.0,,,2024-02-26 10:43:42,2024-02-26 10:43:46,4.403s,PASSED
"click(findTestObject(""Object Menu/btn_Help_Menu""))",Chrome 122.0.0.0,,,2024-02-26 10:43:43,2024-02-26 10:43:43,0.660s,PASSED
"scrollToElement(findTestObject(""Object Help/list_term_of_service_help""), 0)",Chrome 122.0.0.0,,,2024-02-26 10:43:43,2024-02-26 10:43:44,0.541s,PASSED
"click(findTestObject(""Object Help/list_term_of_service_help""))",Chrome 122.0.0.0,,,2024-02-26 10:43:44,2024-02-26 10:43:45,0.726s,PASSED
"click(findTestObject(""Object Help/list_collapse_help_index_0""))",Chrome 122.0.0.0,,,2024-02-26 10:43:45,2024-02-26 10:43:45,0.680s,PASSED
"click(findTestObject(""Object Help/list_collapse_help_index_1""))",Chrome 122.0.0.0,,,2024-02-26 10:43:45,2024-02-26 10:43:46,0.824s,PASSED
,,,,,,,
Test Cases/MoLeaWiz/Help/Positive Case/TCMHC12 - User bisa membuka list Help Privacy dan Policy pada halaman Help dan membuka beberapa list collapse help Privecy dan Policy,Chrome 122.0.0.0,,,2024-02-26 10:43:46,2024-02-26 10:43:51,5.236s,PASSED
"click(findTestObject(""Object Menu/btn_Help_Menu""))",Chrome 122.0.0.0,,,2024-02-26 10:43:47,2024-02-26 10:43:48,0.918s,PASSED
"scrollToElement(findTestObject(""Object Help/list_privacy_policy_help""), 0)",Chrome 122.0.0.0,,,2024-02-26 10:43:48,2024-02-26 10:43:49,0.776s,PASSED
"click(findTestObject(""Object Help/list_privacy_policy_help""))",Chrome 122.0.0.0,,,2024-02-26 10:43:49,2024-02-26 10:43:50,0.783s,PASSED
"click(findTestObject(""Object Help/list_collapse_help_index_0""))",Chrome 122.0.0.0,,,2024-02-26 10:43:50,2024-02-26 10:43:51,0.706s,PASSED
"click(findTestObject(""Object Help/list_collapse_help_index_1""))",Chrome 122.0.0.0,,,2024-02-26 10:43:51,2024-02-26 10:43:51,0.884s,PASSED
,,,,,,,
Test Cases/MoLeaWiz/Help/Positive Case/TCMHC13 - User bisa membuka halaman Email MoLeaWiz,Chrome 122.0.0.0,,,2024-02-26 10:43:51,2024-02-26 10:43:59,7.101s,PASSED
"click(findTestObject(""Object Menu/btn_Help_Menu""))",Chrome 122.0.0.0,,,2024-02-26 10:43:53,2024-02-26 10:43:53,0.712s,PASSED
"click(findTestObject(""Object Help/link_help_moleawiz""))",Chrome 122.0.0.0,,,2024-02-26 10:43:53,2024-02-26 10:43:54,0.999s,PASSED
"click(findTestObject(""Object Help/list_collapse_help_index_0""))",Chrome 122.0.0.0,,,2024-02-26 10:43:54,2024-02-26 10:43:56,2.104s,PASSED
"click(findTestObject(""Object Help/list_collapse_help_index_1""))",Chrome 122.0.0.0,,,2024-02-26 10:43:56,2024-02-26 10:43:59,2.085s,PASSED
